201.053	2.1837	2.5
212.114	3.0873	2.5
213.695	3.1924	2.5
223.702	3.4639	2.5
224.755	3.4368	2.5
235.816	3.0873	2.5
236.87	3.1146	2.5
247.404	3.8404	2.5
247.931	3.8647	2.5
260.045	4.2169	2.5
268.473	5.3155	2.5
270.053	5.6476	2.5
273.213	6.4918	2.5
275.32	7.3795	2.5
276.9	8.3942	2.5
277.953	8.9608	2.5
280.587	9.5445	2.5
283.22	10.6928	2.5
283.747	10.9516	2.5
286.907	12.5896	2.5
295.335	17.1128	2.5
298.495	18.7236	2.5
299.022	18.9759	2.5
302.182	20.2575	2.5
304.816	20.7078	2.5
306.396	21.3859	2.5
308.503	22.2892	2.5
310.609	22.8576	2.5
315.35	23.8705	2.5
315.877	23.9957	2.5
321.67	25.5464	2.5
322.197	25.6777	2.5
327.464	26.7356	2.5
330.098	27.1837	2.5
335.365	28.0439	2.5
341.685	28.9157	2.5
343.792	29.132	2.5
352.746	29.8193	2.5
354.327	29.9591	2.5
364.334	31.0446	2.5
365.388	31.1747	2.5
371.708	32.1009	2.5
373.815	32.5301	2.5
377.502	33.4478	2.5
381.189	34.4127	2.5
383.296	34.9031	2.5
389.09	35.8434	2.5
389.616	35.9058	2.5
398.57	36.8202	2.5
400.677	37.0482	2.5
405.944	37.6828	2.5
411.211	38.1024	2.5
414.372	38.1791	2.5
424.379	37.9518	2.5
433.333	37.1688	2.5
434.913	36.9729	2.5
444.394	35.7276	2.5
447.555	35.3163	2.5
453.875	34.5103	2.5
456.509	34.1114	2.5
462.302	33.1103	2.5
468.096	32.0783	2.5
470.73	31.6318	2.5
476.524	30.6476	2.5
478.104	30.3515	2.5
484.951	29.033	2.5
486.005	28.8404	2.5
492.325	27.7812	2.5
494.432	27.4096	2.5
499.172	26.4916	2.5
504.439	25.4518	2.5
506.02	25.1595	2.5
512.867	24.0211	2.5
520.241	22.8089	2.5
524.981	22.0633	2.5
528.141	21.6159	2.5
534.462	20.7831	2.5
535.515	20.6359	2.5
542.889	19.5708	2.5
547.63	18.9006	2.5
551.843	18.3643	2.5
557.637	17.6958	2.5
560.271	17.3815	2.5
568.698	16.3617	2.5
570.805	16.1145	2.5
577.652	15.4085	2.5
580.813	15.1355	2.5
587.133	14.6114	2.5
594.507	14.006	2.5
596.614	13.8316	2.5
605.568	13.0271	2.5
606.095	12.9746	2.5
616.102	12.0174	2.5
617.682	11.8976	2.5
626.11	11.4302	2.5
629.797	11.2199	2.5
636.644	10.6645	2.5
640.858	10.3163	2.5
647.178	9.9254	2.5
652.445	9.6386	2.5
658.239	9.2823	2.5
664.56	8.8855	2.5
669.827	8.5867	2.5
676.674	8.2078	2.5
680.888	7.953	2.5
687.735	7.5301	2.5
692.476	7.2596	2.5
699.85	6.8524	2.5
703.536	6.6433	2.5
710.91	6.25	2.5
715.124	6.0603	2.5
723.025	5.7229	2.5
726.712	5.5506	2.5
734.086	5.1958	2.5
738.826	4.987	2.5
746.727	4.6687	2.5
750.414	4.5321	2.5
757.788	4.2922	2.5
762.528	4.1552	2.5
769.902	3.9157	2.5
774.643	3.7144	2.5
780.963	3.4639	2.5
786.757	3.3151	2.5
793.604	3.1627	2.5
799.398	2.9909	2.5
804.138	2.8614	2.5
811.512	2.7321	2.5
816.78	2.6355	2.5
823.1	2.4606	2.5
827.84	2.3343	2.5
835.214	2.2059	2.5
840.482	2.1084	2.5
847.329	1.8982	2.5
850.489	1.8072	2.5
859.97	1.6351	2.5
863.13	1.5813	2.5
872.084	1.3938	2.5
874.191	1.3554	2.5
884.725	1.2293	2.5
887.359	1.2048	2.5
896.84	1.1073	2.5
201.053	4.8946	6
212.114	4.9612	6
213.695	4.9699	6
223.702	4.8655	6
224.755	4.8193	6
235.816	4.2904	6
236.87	4.2922	6
247.404	5.0118	6
247.931	5.0452	6
260.045	5.5723	6
268.473	7.003	6
270.053	7.4757	6
273.213	8.7349	6
275.32	9.8004	6
276.9	10.6175	6
277.953	11.1314	6
280.587	12.4247	6
283.22	13.9235	6
283.747	14.2319	6
286.907	16.0392	6
295.335	21.0843	6
298.495	22.8916	6
299.022	23.1604	6
302.182	24.6988	6
304.816	25.8426	6
306.396	26.506	6
308.503	27.4017	6
310.609	28.238	6
315.35	29.8097	6
315.877	29.9699	6
321.67	31.7018	6
322.197	31.865	6
327.464	33.3584	6
330.098	33.9166	6
335.365	34.8645	6
341.685	35.8666	6
343.792	36.1446	6
352.746	37.1119	6
354.327	37.2741	6
364.334	38.4789	6
365.388	38.646	6
371.708	39.9849	6
373.815	40.5845	6
377.502	41.7169	6
381.189	42.771	6
383.296	43.3735	6
389.09	44.9237	6
389.616	45.0301	6
398.57	46.4608	6
400.677	46.8299	6
405.944	47.9669	6
411.211	48.9705	6
414.372	49.247	6
424.379	49.6605	6
433.333	49.6988	6
434.913	49.6538	6
444.394	48.7199	6
447.555	48.323	6
453.875	47.5151	6
456.509	47.085	6
462.302	46.009	6
468.096	45.0299	6
470.73	44.5783	6
476.524	43.4246	6
478.104	43.0723	6
