484.951	41.491	6
486.005	41.2603	6
492.325	39.9096	6
494.432	39.4344	6
499.172	38.3283	6
504.439	37.1203	6
506.02	36.747	6
512.867	35.0904	6
520.241	33.5843	6
524.981	32.6931	6
528.141	32.0783	6
534.462	30.7301	6
535.515	30.497	6
542.889	28.991	6
547.63	28.2181	6
551.843	27.5602	6
557.637	26.5861	6
560.271	26.1295	6
568.698	24.6988	6
570.805	24.3438	6
577.652	23.2681	6
580.813	22.8444	6
587.133	22.0633	6
594.507	21.123	6
596.614	20.8584	6
605.568	19.7916	6
606.095	19.7289	6
616.102	18.5241	6
617.682	18.3395	6
626.11	17.3946	6
629.797	16.9937	6
636.644	16.2651	6
640.858	15.8304	6
647.178	15.2108	6
652.445	14.7309	6
658.239	14.2319	6
664.56	13.7039	6
669.827	13.253	6
676.674	12.6365	6
680.888	12.2741	6
687.735	11.7438	6
692.476	11.3705	6
699.85	10.7167	6
703.536	10.3916	6
710.91	9.8064	6
715.124	9.488	6
723.025	8.9004	6
726.712	8.6596	6
734.086	8.2553	6
738.826	7.9819	6
746.727	7.414	6
750.414	7.1536	6
757.788	6.7266	6
762.528	6.4759	6
769.902	6.0629	6
774.643	5.7982	6
780.963	5.4713	6
786.757	5.1958	6
793.604	4.8942	6
799.398	4.6687	6
804.138	4.5112	6
811.512	4.2922	6
816.78	4.1308	6
823.1	3.9157	6
827.84	3.7376	6
835.214	3.4639	6
840.482	3.2927	6
847.329	3.0873	6
850.489	2.9915	6
859.97	2.7108	6
863.13	2.6265	6
872.084	2.4096	6
874.191	2.3601	6
884.725	2.1084	6
887.359	2.0439	6
896.84	1.8072	6
